assignment_id,group,Map 1,Map 2,Map 3,Map 4,Map group,hasStarted,hasFinished
L041,Low,2_forced_hard_seed7_3520000_40.json,2_forced_hard_4_seed12_10000000_40.json,2_incentivized_hard_seed4_1120000_60.json,2_incentivized_hard_4_seed7_1720000_40.json,O1,FALSE,FALSE
L042,Low,2_forced_hard_seed7_3520000_40.json,2_forced_hard_4_seed12_10000000_40.json,2_incentivized_hard_seed4_1120000_60.json,2_incentivized_hard_4_seed7_1720000_40.json,O1,FALSE,FALSE
L043,Low,2_forced_hard_4_seed12_10000000_40.json,2_incentivized_hard_seed4_1120000_60.json,2_incentivized_hard_4_seed7_1720000_40.json,2_forced_hard_seed7_3520000_40.json,O2,FALSE,FALSE
L044,Low,2_forced_hard_4_seed12_10000000_40.json,2_incentivized_hard_seed4_1120000_60.json,2_incentivized_hard_4_seed7_1720000_40.json,2_forced_hard_seed7_3520000_40.json,O2,FALSE,FALSE
L045,Low,2_incentivized_hard_seed4_1120000_60.json,2_incentivized_hard_4_seed7_1720000_40.json,2_forced_hard_seed7_3520000_40.json,2_forced_hard_4_seed12_10000000_40.json,O3,FALSE,FALSE
L046,Low,2_incentivized_hard_seed4_1120000_60.json,2_incentivized_hard_4_seed7_1720000_40.json,2_forced_hard_seed7_3520000_40.json,2_forced_hard_4_seed12_10000000_40.json,O3,FALSE,FALSE
L047,Low,2_incentivized_hard_4_seed7_1720000_40.json,2_forced_hard_seed7_3520000_40.json,2_forced_hard_4_seed12_10000000_40.json,2_incentivized_hard_seed4_1120000_60.json,O4,FALSE,FALSE
L048,Low,2_incentivized_hard_4_seed7_1720000_40.json,2_forced_hard_seed7_3520000_40.json,2_forced_hard_4_seed12_10000000_40.json,2_incentivized_hard_seed4_1120000_60.json,O4,FALSE,FALSE
L049,Low,2_forced_hard_seed15_5520000_40.json,2_forced_hard_4_seed13_9520000_40.json,2_incentivized_hard_seed6_980000_60.json,2_incentivized_hard_4_seed8_1820000_60.json,O1,FALSE,FALSE
L050,Low,2_forced_hard_seed15_5520000_40.json,2_forced_hard_4_seed13_9520000_40.json,2_incentivized_hard_seed6_980000_60.json,2_incentivized_hard_4_seed8_1820000_60.json,O1,FALSE,FALSE
L051,Low,2_forced_hard_4_seed13_9520000_40.json,2_incentivized_hard_seed6_980000_60.json,2_incentivized_hard_4_seed8_1820000_60.json,2_forced_hard_seed15_5520000_40.json,O2,FALSE,FALSE
L052,Low,2_forced_hard_4_seed13_9520000_40.json,2_incentivized_hard_seed6_980000_60.json,2_incentivized_hard_4_seed8_1820000_60.json,2_forced_hard_seed15_5520000_40.json,O2,FALSE,FALSE
L053,Low,2_incentivized_hard_seed6_980000_60.json,2_incentivized_hard_4_seed8_1820000_60.json,2_forced_hard_seed15_5520000_40.json,2_forced_hard_4_seed13_9520000_40.json,O3,FALSE,FALSE
L054,Low,2_incentivized_hard_seed6_980000_60.json,2_incentivized_hard_4_seed8_1820000_60.json,2_forced_hard_seed15_5520000_40.json,2_forced_hard_4_seed13_9520000_40.json,O3,FALSE,FALSE
L055,Low,2_incentivized_hard_4_seed8_1820000_60.json,2_forced_hard_seed15_5520000_40.json,2_forced_hard_4_seed13_9520000_40.json,2_incentivized_hard_seed6_980000_60.json,O4,FALSE,FALSE
L056,Low,2_incentivized_hard_4_seed8_1820000_60.json,2_forced_hard_seed15_5520000_40.json,2_forced_hard_4_seed13_9520000_40.json,2_incentivized_hard_seed6_980000_60.json,O4,FALSE,FALSE
L057,Low,2_forced_hard_seed17_2020000_40.json,2_forced_hard_4_seed14_9020000_40.json,2_incentivized_hard_seed7_980000_40.json,2_incentivized_hard_4_seed8_2020000_40.json,O1,FALSE,FALSE
L058,Low,2_forced_hard_seed17_2020000_40.json,2_forced_hard_4_seed14_9020000_40.json,2_incentivized_hard_seed7_980000_40.json,2_incentivized_hard_4_seed8_2020000_40.json,O1,FALSE,FALSE
L059,Low,2_forced_hard_4_seed14_9020000_40.json,2_incentivized_hard_seed7_980000_40.json,2_incentivized_hard_4_seed8_2020000_40.json,2_forced_hard_seed17_2020000_40.json,O2,FALSE,FALSE
L060,Low,2_forced_hard_4_seed14_9020000_40.json,2_incentivized_hard_seed7_980000_40.json,2_incentivized_hard_4_seed8_2020000_40.json,2_forced_hard_seed17_2020000_40.json,O2,FALSE,FALSE
L061,Low,2_incentivized_hard_seed7_980000_40.json,2_incentivized_hard_4_seed8_2020000_40.json,2_forced_hard_seed17_2020000_40.json,2_forced_hard_4_seed14_9020000_40.json,O3,FALSE,FALSE
L062,Low,2_incentivized_hard_seed7_980000_40.json,2_incentivized_hard_4_seed8_2020000_40.json,2_forced_hard_seed17_2020000_40.json,2_forced_hard_4_seed14_9020000_40.json,O3,FALSE,FALSE
L063,Low,2_incentivized_hard_4_seed8_2020000_40.json,2_forced_hard_seed17_2020000_40.json,2_forced_hard_4_seed14_9020000_40.json,2_incentivized_hard_seed7_980000_40.json,O4,FALSE,FALSE
L064,Low,2_incentivized_hard_4_seed8_2020000_40.json,2_forced_hard_seed17_2020000_40.json,2_forced_hard_4_seed14_9020000_40.json,2_incentivized_hard_seed7_980000_40.json,O4,FALSE,FALSE
L065,Low,2_forced_hard_seed17_2520000_40.json,2_forced_hard_4_seed20_8520000_40.json,2_incentivized_hard_seed7_1020000_60.json,2_incentivized_hard_4_seed8_7020000_60.json,O1,FALSE,FALSE
L066,Low,2_forced_hard_seed17_2520000_40.json,2_forced_hard_4_seed20_8520000_40.json,2_incentivized_hard_seed7_1020000_60.json,2_incentivized_hard_4_seed8_7020000_60.json,O1,FALSE,FALSE
L067,Low,2_forced_hard_4_seed20_8520000_40.json,2_incentivized_hard_seed7_1020000_60.json,2_incentivized_hard_4_seed8_7020000_60.json,2_forced_hard_seed17_2520000_40.json,O2,FALSE,FALSE
L068,Low,2_forced_hard_4_seed20_8520000_40.json,2_incentivized_hard_seed7_1020000_60.json,2_incentivized_hard_4_seed8_7020000_60.json,2_forced_hard_seed17_2520000_40.json,O2,FALSE,FALSE
L069,Low,2_incentivized_hard_seed7_1020000_60.json,2_incentivized_hard_4_seed8_7020000_60.json,2_forced_hard_seed17_2520000_40.json,2_forced_hard_4_seed20_8520000_40.json,O3,FALSE,FALSE
L070,Low,2_incentivized_hard_seed7_1020000_60.json,2_incentivized_hard_4_seed8_7020000_60.json,2_forced_hard_seed17_2520000_40.json,2_forced_hard_4_seed20_8520000_40.json,O3,FALSE,FALSE
L071,Low,2_incentivized_hard_4_seed8_7020000_60.json,2_forced_hard_seed17_2520000_40.json,2_forced_hard_4_seed20_8520000_40.json,2_incentivized_hard_seed7_1020000_60.json,O4,FALSE,FALSE
L072,Low,2_incentivized_hard_4_seed8_7020000_60.json,2_forced_hard_seed17_2520000_40.json,2_forced_hard_4_seed20_8520000_40.json,2_incentivized_hard_seed7_1020000_60.json,O4,FALSE,FALSE
M001,Mid,2_forced_hard_seed1_5020000_60.json,2_forced_hard_4_seed1_9520000_60.json,2_incentivized_hard_seed1_2020000_60.json,2_incentivized_hard_4_seed1_3520000_80.json,O1,FALSE,FALSE
M002,Mid,2_forced_hard_seed1_5020000_60.json,2_forced_hard_4_seed1_9520000_60.json,2_incentivized_hard_seed1_2020000_60.json,2_incentivized_hard_4_seed1_3520000_80.json,O1,FALSE,FALSE
M003,Mid,2_forced_hard_4_seed1_9520000_60.json,2_incentivized_hard_seed1_2020000_60.json,2_incentivized_hard_4_seed1_3520000_80.json,2_forced_hard_seed1_5020000_60.json,O2,FALSE,FALSE
M004,Mid,2_forced_hard_4_seed1_9520000_60.json,2_incentivized_hard_seed1_2020000_60.json,2_incentivized_hard_4_seed1_3520000_80.json,2_forced_hard_seed1_5020000_60.json,O2,FALSE,FALSE
M005,Mid,2_incentivized_hard_seed1_2020000_60.json,2_incentivized_hard_4_seed1_3520000_80.json,2_forced_hard_seed1_5020000_60.json,2_forced_hard_4_seed1_9520000_60.json,O3,FALSE,FALSE
M006,Mid,2_incentivized_hard_seed1_2020000_60.json,2_incentivized_hard_4_seed1_3520000_80.json,2_forced_hard_seed1_5020000_60.json,2_forced_hard_4_seed1_9520000_60.json,O3,FALSE,FALSE
M007,Mid,2_incentivized_hard_4_seed1_3520000_80.json,2_forced_hard_seed1_5020000_60.json,2_forced_hard_4_seed1_9520000_60.json,2_incentivized_hard_seed1_2020000_60.json,O4,FALSE,FALSE
M008,Mid,2_incentivized_hard_4_seed1_3520000_80.json,2_forced_hard_seed1_5020000_60.json,2_forced_hard_4_seed1_9520000_60.json,2_incentivized_hard_seed1_2020000_60.json,O4,FALSE,FALSE
M009,Mid,2_forced_hard_seed2_4520000_60.json,2_forced_hard_4_seed4_9520000_60.json,2_incentivized_hard_seed3_2520000_60.json,2_incentivized_hard_4_seed2_2520000_80.json,O1,FALSE,FALSE
M010,Mid,2_forced_hard_seed2_4520000_60.json,2_forced_hard_4_seed4_9520000_60.json,2_incentivized_hard_seed3_2520000_60.json,2_incentivized_hard_4_seed2_2520000_80.json,O1,FALSE,FALSE
M011,Mid,2_forced_hard_4_seed4_9520000_60.json,2_incentivized_hard_seed3_2520000_60.json,2_incentivized_hard_4_seed2_2520000_80.json,2_forced_hard_seed2_4520000_60.json,O2,FALSE,FALSE
M012,Mid,2_forced_hard_4_seed4_9520000_60.json,2_incentivized_hard_seed3_2520000_60.json,2_incentivized_hard_4_seed2_2520000_80.json,2_forced_hard_seed2_4520000_60.json,O2,FALSE,FALSE
M013,Mid,2_incentivized_hard_seed3_2520000_60.json,2_incentivized_hard_4_seed2_2520000_80.json,2_forced_hard_seed2_4520000_60.json,2_forced_hard_4_seed4_9520000_60.json,O3,FALSE,FALSE
M014,Mid,2_incentivized_hard_seed3_2520000_60.json,2_incentivized_hard_4_seed2_2520000_80.json,2_forced_hard_seed2_4520000_60.json,2_forced_hard_4_seed4_9520000_60.json,O3,FALSE,FALSE
M015,Mid,2_incentivized_hard_4_seed2_2520000_80.json,2_forced_hard_seed2_4520000_60.json,2_forced_hard_4_seed4_9520000_60.json,2_incentivized_hard_seed3_2520000_60.json,O4,FALSE,FALSE
M016,Mid,2_incentivized_hard_4_seed2_2520000_80.json,2_forced_hard_seed2_4520000_60.json,2_forced_hard_4_seed4_9520000_60.json,2_incentivized_hard_seed3_2520000_60.json,O4,FALSE,FALSE
M017,Mid,2_forced_hard_seed3_5520000_60.json,2_forced_hard_4_seed4_10000000_60.json,2_incentivized_hard_seed4_2020000_60.json,2_incentivized_hard_4_seed4_3520000_80.json,O1,FALSE,FALSE
M018,Mid,2_forced_hard_seed3_5520000_60.json,2_forced_hard_4_seed4_10000000_60.json,2_incentivized_hard_seed4_2020000_60.json,2_incentivized_hard_4_seed4_3520000_80.json,O1,FALSE,FALSE
M019,Mid,2_forced_hard_4_seed4_10000000_60.json,2_incentivized_hard_seed4_2020000_60.json,2_incentivized_hard_4_seed4_3520000_80.json,2_forced_hard_seed3_5520000_60.json,O2,FALSE,FALSE
M020,Mid,2_forced_hard_4_seed4_10000000_60.json,2_incentivized_hard_seed4_2020000_60.json,2_incentivized_hard_4_seed4_3520000_80.json,2_forced_hard_seed3_5520000_60.json,O2,FALSE,FALSE
M021,Mid,2_incentivized_hard_seed4_2020000_60.json,2_incentivized_hard_4_seed4_3520000_80.json,2_forced_hard_seed3_5520000_60.json,2_forced_hard_4_seed4_10000000_60.json,O3,FALSE,FALSE
M022,Mid,2_incentivized_hard_seed4_2020000_60.json,2_incentivized_hard_4_seed4_3520000_80.json,2_forced_hard_seed3_5520000_60.json,2_forced_hard_4_seed4_10000000_60.json,O3,FALSE,FALSE
M023,Mid,2_incentivized_hard_4_seed4_3520000_80.json,2_forced_hard_seed3_5520000_60.json,2_forced_hard_4_seed4_10000000_60.json,2_incentivized_hard_seed4_2020000_60.json,O4,FALSE,FALSE
M024,Mid,2_incentivized_hard_4_seed4_3520000_80.json,2_forced_hard_seed3_5520000_60.json,2_forced_hard_4_seed4_10000000_60.json,2_incentivized_hard_seed4_2020000_60.json,O4,FALSE,FALSE
M025,Mid,2_forced_hard_seed4_4020000_60.json,2_forced_hard_4_seed7_9020000_60.json,2_incentivized_hard_seed5_3020000_60.json,2_incentivized_hard_4_seed5_2520000_80.json,O1,FALSE,FALSE
M026,Mid,2_forced_hard_seed4_4020000_60.json,2_forced_hard_4_seed7_9020000_60.json,2_incentivized_hard_seed5_3020000_60.json,2_incentivized_hard_4_seed5_2520000_80.json,O1,FALSE,FALSE
M027,Mid,2_forced_hard_4_seed7_9020000_60.json,2_incentivized_hard_seed5_3020000_60.json,2_incentivized_hard_4_seed5_2520000_80.json,2_forced_hard_seed4_4020000_60.json,O2,FALSE,FALSE
M028,Mid,2_forced_hard_4_seed7_9020000_60.json,2_incentivized_hard_seed5_3020000_60.json,2_incentivized_hard_4_seed5_2520000_80.json,2_forced_hard_seed4_4020000_60.json,O2,FALSE,FALSE
M029,Mid,2_incentivized_hard_seed5_3020000_60.json,2_incentivized_hard_4_seed5_2520000_80.json,2_forced_hard_seed4_4020000_60.json,2_forced_hard_4_seed7_9020000_60.json,O3,FALSE,FALSE
M030,Mid,2_incentivized_hard_seed5_3020000_60.json,2_incentivized_hard_4_seed5_2520000_80.json,2_forced_hard_seed4_4020000_60.json,2_forced_hard_4_seed7_9020000_60.json,O3,FALSE,FALSE
M031,Mid,2_incentivized_hard_4_seed5_2520000_80.json,2_forced_hard_seed4_4020000_60.json,2_forced_hard_4_seed7_9020000_60.json,2_incentivized_hard_seed5_3020000_60.json,O4,FALSE,FALSE
M032,Mid,2_incentivized_hard_4_seed5_2520000_80.json,2_forced_hard_seed4_4020000_60.json,2_forced_hard_4_seed7_9020000_60.json,2_incentivized_hard_seed5_3020000_60.json,O4,FALSE,FALSE
M033,Mid,2_forced_hard_seed6_6520000_60.json,2_forced_hard_4_seed9_8020000_60.json,2_incentivized_hard_seed5_3520000_60.json,2_incentivized_hard_4_seed6_3020000_80.json,O1,FALSE,FALSE
M034,Mid,2_forced_hard_seed6_6520000_60.json,2_forced_hard_4_seed9_8020000_60.json,2_incentivized_hard_seed5_3520000_60.json,2_incentivized_hard_4_seed6_3020000_80.json,O1,FALSE,FALSE
M035,Mid,2_forced_hard_4_seed9_8020000_60.json,2_incentivized_hard_seed5_3520000_60.json,2_incentivized_hard_4_seed6_3020000_80.json,2_forced_hard_seed6_6520000_60.json,O2,FALSE,FALSE
M036,Mid,2_forced_hard_4_seed9_8020000_60.json,2_incentivized_hard_seed5_3520000_60.json,2_incentivized_hard_4_seed6_3020000_80.json,2_forced_hard_seed6_6520000_60.json,O2,FALSE,FALSE
M037,Mid,2_incentivized_hard_seed5_3520000_60.json,2_incentivized_hard_4_seed6_3020000_80.json,2_forced_hard_seed6_6520000_60.json,2_forced_hard_4_seed9_8020000_60.json,O3,FALSE,FALSE
M038,Mid,2_incentivized_hard_seed5_3520000_60.json,2_incentivized_hard_4_seed6_3020000_80.json,2_forced_hard_seed6_6520000_60.json,2_forced_hard_4_seed9_8020000_60.json,O3,FALSE,FALSE
M039,Mid,2_incentivized_hard_4_seed6_3020000_80.json,2_forced_hard_seed6_6520000_60.json,2_forced_hard_4_seed9_8020000_60.json,2_incentivized_hard_seed5_3520000_60.json,O4,FALSE,FALSE
M040,Mid,2_incentivized_hard_4_seed6_3020000_80.json,2_forced_hard_seed6_6520000_60.json,2_forced_hard_4_seed9_8020000_60.json,2_incentivized_hard_seed5_3520000_60.json,O4,FALSE,FALSE
M041,Mid,2_forced_hard_seed7_4020000_60.json,2_forced_hard_4_seed11_9020000_60.json,2_incentivized_hard_seed6_2520000_60.json,2_incentivized_hard_4_seed6_4020000_80.json,O1,FALSE,FALSE
M042,Mid,2_forced_hard_seed7_4020000_60.json,2_forced_hard_4_seed11_9020000_60.json,2_incentivized_hard_seed6_2520000_60.json,2_incentivized_hard_4_seed6_4020000_80.json,O1,FALSE,FALSE
M043,Mid,2_forced_hard_4_seed11_9020000_60.json,2_incentivized_hard_seed6_2520000_60.json,2_incentivized_hard_4_seed6_4020000_80.json,2_forced_hard_seed7_4020000_60.json,O2,FALSE,FALSE
M044,Mid,2_forced_hard_4_seed11_9020000_60.json,2_incentivized_hard_seed6_2520000_60.json,2_incentivized_hard_4_seed6_4020000_80.json,2_forced_hard_seed7_4020000_60.json,O2,FALSE,FALSE
M045,Mid,2_incentivized_hard_seed6_2520000_60.json,2_incentivized_hard_4_seed6_4020000_80.json,2_forced_hard_seed7_4020000_60.json,2_forced_hard_4_seed11_9020000_60.json,O3,FALSE,FALSE
M046,Mid,2_incentivized_hard_seed6_2520000_60.json,2_incentivized_hard_4_seed6_4020000_80.json,2_forced_hard_seed7_4020000_60.json,2_forced_hard_4_seed11_9020000_60.json,O3,FALSE,FALSE
M047,Mid,2_incentivized_hard_4_seed6_4020000_80.json,2_forced_hard_seed7_4020000_60.json,2_forced_hard_4_seed11_9020000_60.json,2_incentivized_hard_seed6_2520000_60.json,O4,FALSE,FALSE
M048,Mid,2_incentivized_hard_4_seed6_4020000_80.json,2_forced_hard_seed7_4020000_60.json,2_forced_hard_4_seed11_9020000_60.json,2_incentivized_hard_seed6_2520000_60.json,O4,FALSE,FALSE
M049,Mid,2_forced_hard_seed8_3520000_60.json,2_forced_hard_4_seed13_10000000_60.json,2_incentivized_hard_seed7_2020000_60.json,2_incentivized_hard_4_seed7_3520000_80.json,O1,FALSE,FALSE
M050,Mid,2_forced_hard_seed8_3520000_60.json,2_forced_hard_4_seed13_10000000_60.json,2_incentivized_hard_seed7_2020000_60.json,2_incentivized_hard_4_seed7_3520000_80.json,O1,FALSE,FALSE
M051,Mid,2_forced_hard_4_seed13_10000000_60.json,2_incentivized_hard_seed7_2020000_60.json,2_incentivized_hard_4_seed7_3520000_80.json,2_forced_hard_seed8_3520000_60.json,O2,FALSE,FALSE
M052,Mid,2_forced_hard_4_seed13_10000000_60.json,2_incentivized_hard_seed7_2020000_60.json,2_incentivized_hard_4_seed7_3520000_80.json,2_forced_hard_seed8_3520000_60.json,O2,FALSE,FALSE
M053,Mid,2_incentivized_hard_seed7_2020000_60.json,2_incentivized_hard_4_seed7_3520000_80.json,2_forced_hard_seed8_3520000_60.json,2_forced_hard_4_seed13_10000000_60.json,O3,FALSE,FALSE
M054,Mid,2_incentivized_hard_seed7_2020000_60.json,2_incentivized_hard_4_seed7_3520000_80.json,2_forced_hard_seed8_3520000_60.json,2_forced_hard_4_seed13_10000000_60.json,O3,FALSE,FALSE
M055,Mid,2_incentivized_hard_4_seed7_3520000_80.json,2_forced_hard_seed8_3520000_60.json,2_forced_hard_4_seed13_10000000_60.json,2_incentivized_hard_seed7_2020000_60.json,O4,FALSE,FALSE
